Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Base_Adj_to_OFM,Employment,All Sectors w Military,King County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,1575.33857001427,1574.6939939037,1601.05166525083,1633.58395860794,1645.51801596883,1655.62087147656,1671.98961995266,1692.07457752111,1713.05213831491,1733.67831624641,1753.91842972791,1775.63248252898,1793.22677510754,1811.40873193109,1827.87382287181,1843.32601022041,1856.64215061427,1870.24925371809,1885.1071222182,1901.00737206204,1916.52037415,1932.47592605385,1949.23294251723,1966.85279965712,1984.91981528968,2003.5659907611,2022.43125741785,2041.59483193249,2061.81091576857,2082.45348258774,2103.04200903074,2124.9979687199,2147.28669274177,2169.79636242682,2192.94662884476,2216.06072132338,2238.82795010045,2261.49435832938,2283.67167738529
Base_Adj_to_OFM,Employment,All Sectors w Military,Kitsap County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,107.179286375163,110.683277521889,112.582147628024,115.688580738768,116.566036397771,117.06184183379,117.021963667897,117.11142277251,117.356181337975,117.654823279305,118.067609632617,118.428810842312,118.685090444681,119.031877151192,119.401187657608,119.659662207199,119.876389615031,120.138264846294,120.447787047124,120.741913289897,121.019522373886,121.349083367135,121.680093528191,122.033108028224,122.410836783251,122.793431550573,123.166873579786,123.554173046009,123.977132120845,124.372836677068,124.789623894425,125.251134725618,125.682130747955,126.146157685595,126.577778358589,127.009206870028,127.423116913668,127.818313623703,128.200875559375
Base_Adj_to_OFM,Employment,All Sectors w Military,Pierce County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,386.702769564702,397.009680519352,405.538755256006,416.722803487392,420.308703594441,421.232016763354,421.691000871878,423.082239379418,425.012676378034,427.325810244183,429.77771348134,432.424123100028,434.486444585558,436.781854147096,438.877187108435,440.706640978559,442.389903704241,444.134552816653,446.039707447196,448.033620740714,450.054426357245,452.122663865363,454.10354760767,456.226417054115,458.440649818792,460.749046880911,463.054336915895,465.385479078154,467.82359150714,470.296373121745,472.804146339048,475.436678103485,478.009286995279,480.623717919186,483.208430008017,485.694735562912,488.113619652781,490.510004249069,492.795434789775
Base_Adj_to_OFM,Employment,All Sectors w Military,Region,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,2377.77133104249,2406.2470710858,2451.4026986116,2508.06216417807,2527.99314205861,2542.68797509356,2562.01107046221,2586.71325826867,2613.4482054034,2640.28049277605,2667.09909610993,2695.15016690868,2717.98264401577,2741.6895197058,2763.17341016781,2782.83690803533,2799.89232268184,2817.36513245281,2836.34555232946,2856.47643083131,2876.19921413948,2896.54919631163,2917.57959607454,2939.770110345,2962.60478088047,2986.13253114914,3009.84466392534,3033.89616059486,3059.1677933286,3084.87907064239,3110.59237833683,3137.93934836342,3165.43786238938,3193.22107582791,3221.47680430092,3249.5043580623,3276.93727840138,3304.10330505652,3330.52792085544
Base_Adj_to_OFM,Employment,All Sectors w Military,Snohomish County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,308.550704983633,322.311417438683,330.389546594907,339.861732179365,343.286929073515,346.395778395988,349.088860828077,352.398589320168,356.123341562967,359.843349082575,363.65748233328,367.150356190135,370.187472474769,373.196320394402,375.866486900347,378.126607932083,380.081665889127,382.058606202725,384.103788792173,386.203576060682,388.266327315085,390.414385355914,392.549249133708,394.822927276344,397.178585893471,399.559274762994,401.924662181747,404.296952758717,406.712583650481,409.143737022128,411.572220306188,414.116420152563,416.586788720686,419.049789386908,421.431516147073,423.727971445769,425.86865853058,427.893395191489,429.790978450332
Base_Adj_to_OFM,Employment,All Sectors w Military REMI,King County,All Ages,All Races,Total,Thousands,1414.6728515625,1373.29711914062,1365.11975097656,1386.66711425781,1416.61389160156,1460.94104003906,1503.40075683594,1523.53527832031,1457.77099609375,1441.77819824219,1468.30676269531,1514.28002929687,1555.43994140625,1608.18884277344,1660.80517578125,1711.56201171875,1767.09606933594,1815.16516113281,1834.04174804687,1754.10913085938,1799.79077148438,1872.07604980469,1871.31005859375,1902.63257312924,1941.29278776394,1955.47479497659,1967.48066735899,1986.93270298528,2010.8009486697,2035.7299321231,2060.24134474231,2084.2939721681,2110.09817639876,2131.0066048322,2152.6133924497,2172.1799180174,2190.54274516011,2206.36717044981,2222.53736542425,2240.19392528995,2259.08921388705,2277.52431109234,2296.48531868091,2316.39875810555,2337.33756654993,2358.80776216435,2380.96621063057,2403.38501923053,2426.15832622648,2450.18239768055,2474.71328626808,2499.17995520412,2525.27163293418,2551.75875590335,2578.50844280147,2606.0193919603,2633.48735330261,2660.54311421983,2687.47906360123,2713.83379689077
Base_Adj_to_OFM,Employment,All Sectors w Military REMI,Kitsap County,All Ages,All Races,Total,Thousands,113.167007446289,117.075012207031,119.297996520996,121.922012329102,124.982009887695,127.062004089355,127.592002868652,127.472007751465,123.188980102539,120.814994812012,120.714012145996,121.384002685547,121.568000793457,124.397987365723,127.312995910645,131.351989746094,132.190002441406,131.630996704102,131.681991577148,129.043014526367,131.387008666992,136.880004882812,141.354995727539,143.780066449598,147.747330962616,148.867940540743,149.501139853767,149.450210950182,149.56446028968,149.877044509719,150.25844386187,150.785618467784,151.246913042685,151.574210922808,152.017096555712,152.48874761471,152.818848689337,153.095633967962,153.430078095613,153.825372763023,154.201005060164,154.555543087585,154.976429547001,155.399166756717,155.850005982489,156.3324080919,156.82102464637,157.297952124718,157.792577108898,158.332743424488,158.838102654053,159.370386813394,159.959788058388,160.510218459982,161.102833055936,161.654061206683,162.205043945509,162.733653630371,163.238364283229,163.726938907988
Base_Adj_to_OFM,Employment,All Sectors w Military REMI,Pierce County,All Ages,All Races,Total,Thousands,334.036010742188,337.916961669922,345.170013427734,355.306976318359,368.415985107422,380.234008789063,396.622955322266,397.504028320313,386.778015136719,381.748046875,382.589996337891,391.295043945313,397.271026611328,404.319061279297,413.634063720703,424.846984863281,438.819061279297,450.880035400391,458.982971191406,448.246978759766,465.891052246094,478.549987792969,491.304931640625,501.859778754096,515.700192027139,520.137792653549,521.280405379623,521.848404516993,523.570081275476,525.959023571293,528.821558496127,531.855822423256,535.130790668619,537.682941828117,540.523542682593,543.11654599674,545.380520284281,547.463581022983,549.622608258261,551.980263276394,554.447758358851,556.948533060339,559.508005379032,561.959376212935,564.58645630555,567.326599759138,570.183272823936,573.036100899987,575.920921338559,578.938118951192,581.998220157128,585.101623951931,588.359418162079,591.54305699443,594.778451165849,597.977067870743,601.053905138508,604.047307417428,607.012866264063,609.841117943221
Base_Adj_to_OFM,Employment,All Sectors w Military REMI,Region,All Ages,All Races,Total,Thousands,2153.18894958496,2116.912109375,2121.3907699585,2162.8331451416,2223.97987365723,2296.84502410889,2380.08873748779,2399.82933807373,2305.79295349121,2275.54228973389,2310.99773406982,2380.06610107422,2434.75403594971,2504.67392730713,2581.43714141846,2658.3030090332,2734.7301940918,2798.64326477051,2828.95082092285,2720.02317810059,2791.31080627441,2896.00103759766,2930.68299865723,2985.68018970787,3054.68845342442,3078.96334137047,3096.86087893472,3120.39539779557,3150.4813697242,3183.04313612768,3215.72345784653,3248.38711312232,3282.55184926761,3310.36061141804,3339.23434527974,3365.40059947642,3389.3497107655,3410.12231318867,3431.40328102854,3454.52043907448,3479.03879551524,3503.06011336826,3527.84532661237,3553.45925287154,3580.48613788487,3608.29757151627,3636.95313998951,3665.83327670704,3695.1267408856,3725.90626693305,3757.22125706965,3788.53872010363,3821.84589835842,3855.3376492732,3889.17614917239,3923.59014765391,3957.72624127848,3991.13810251557,4024.22490121382,4056.40870029186
Base_Adj_to_OFM,Employment,All Sectors w Military REMI,Snohomish County,All Ages,All Races,Total,Thousands,291.313079833984,288.623016357422,291.803009033203,298.937042236328,313.967987060547,328.607971191406,352.473022460937,351.318023681641,338.054962158203,331.201049804687,339.386962890625,353.107025146484,360.475067138672,367.768035888672,379.684906005859,390.542022705078,396.625061035156,400.967071533203,404.244110107422,388.624053955078,394.241973876953,408.494995117188,426.713012695313,437.407771374937,449.948142670726,454.482813199596,458.598666342342,462.164079343115,466.545879489343,471.477135923567,476.402110746226,481.451700063178,486.075969157544,490.09685383492,494.080313591733,497.61538784757,500.607596631771,503.195927747912,505.81322925041,508.520877745119,511.300818209174,514.031726127987,516.875573005428,519.701951796337,522.712109046904,525.830801500879,528.982631888637,532.114204451807,535.25491621167,538.453006876827,541.671647990394,544.886754134186,548.255059203776,551.525617915436,554.786422149137,557.939626616181,560.979938891849,563.814027247939,566.494607065299,569.006846549881
