Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
OFM 2022,Population,Total Population,Pierce County,Ages 40-44,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.522,30.443,31.364,32.503,33.641,34.78,35.283,35.786,36.289,36.792,37.295,38.038,38.781,39.524,40.267,41.01,40.524,40.037,39.551,39.064,38.578,37.555,36.531,35.508,34.484,33.461,34.059,34.658,35.256,35.855,36.453,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 45-49,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.704,27.904,28.104,28.759,29.415,30.07,31.177,32.283,33.39,34.496,35.603,36.149,36.696,37.242,37.789,38.335,39.106,39.878,40.649,41.421,42.192,41.669,41.145,40.622,40.098,39.575,38.538,37.501,36.465,35.428,34.391,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 50-54,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.573,28.303,28.033,27.987,27.94,27.894,28.402,28.91,29.419,29.927,30.435,31.583,32.731,33.878,35.026,36.174,36.746,37.318,37.89,38.462,39.034,39.818,40.602,41.387,42.171,42.955,42.407,41.859,41.312,40.764,40.216,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 55-59,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.915,29.557,29.199,28.87,28.541,28.212,28.113,28.014,27.916,27.817,27.718,28.247,28.776,29.305,29.834,30.363,31.523,32.684,33.844,35.005,36.165,36.743,37.321,37.9,38.478,39.056,39.844,40.632,41.42,42.208,42.996,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 60-64,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.057,29.2345,29.412,29.351,29.289,29.228,28.94,28.653,28.365,28.078,27.79,27.719,27.649,27.578,27.508,27.437,27.978,28.518,29.059,29.599,30.14,31.304,32.468,33.632,34.796,35.96,36.549,37.138,37.727,38.316,38.905,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 65-69,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.596,25.3285,26.061,26.782,27.502,28.223,28.304,28.384,28.465,28.545,28.626,28.375,28.124,27.873,27.622,27.371,27.316,27.262,27.207,27.153,27.098,27.649,28.201,28.752,29.304,29.855,31.024,32.193,33.362,34.531,35.7,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 70-74,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.189,20.039,20.889,21.634,22.379,23.124,23.885,24.647,25.408,26.17,26.931,27.022,27.113,27.204,27.295,27.386,27.17,26.954,26.737,26.521,26.305,26.264,26.223,26.181,26.14,26.099,26.651,27.204,27.756,28.309,28.861,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 75-79,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.773,13.5975,14.422,15.299,16.175,17.052,17.838,18.625,19.411,20.198,20.984,21.71,22.435,23.161,23.886,24.612,24.701,24.79,24.88,24.969,25.058,24.881,24.705,24.528,24.352,24.175,24.142,24.109,24.077,24.044,24.011,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 80-84,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.957,8.3005,8.644,9.264,9.883,10.503,11.289,12.076,12.862,13.649,14.435,15.138,15.841,16.545,17.248,17.951,18.602,19.252,19.903,20.553,21.204,21.274,21.344,21.415,21.485,21.555,21.432,21.31,21.187,21.065,20.942,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 85+,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.709,8.715,8.721,8.946,9.171,9.396,10.015,10.634,11.252,11.871,12.49,13.43,14.37,15.311,16.251,17.191,18.262,19.332,20.403,21.473,22.544,23.686,24.829,25.971,27.114,28.256,29.067,29.878,30.689,31.5,32.311,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,All Ages (0-100),All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.309,466.9175,471.526,476.329,481.133,485.936,490.619,495.302,499.985,504.668,509.351,513.781,518.21,522.64,527.069,531.499,535.709,539.918,544.128,548.337,552.547,556.541,560.535,564.53,568.524,572.518,576.347,580.177,584.006,587.836,591.665,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 0-4,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,50.332,49.964,49.651,49.339,49.026,49.303,49.58,49.856,50.133,50.41,50.642,50.873,51.105,51.336,51.568,52.164,52.76,53.357,53.953,54.549,55.237,55.924,56.612,57.299,57.987,58.496,59.004,59.513,60.021,60.53,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 5-9,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.392,52.758,53.124,53.768,54.411,55.055,54.641,54.227,53.814,53.4,52.986,53.318,53.65,53.981,54.313,54.645,54.913,55.181,55.448,55.716,55.984,56.622,57.26,57.898,58.536,59.174,59.905,60.636,61.368,62.099,62.83,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 10-14,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.006,54.442,54.878,55.455,56.032,56.609,57.163,57.716,58.27,58.823,59.377,58.958,58.539,58.119,57.7,57.281,57.656,58.031,58.407,58.782,59.157,59.436,59.716,59.995,60.275,60.554,61.24,61.926,62.611,63.297,63.983,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 15-19,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.298,48.1905,49.083,50.519,51.954,53.39,53.918,54.446,54.974,55.502,56.03,56.612,57.195,57.777,58.36,58.942,58.524,58.106,57.687,57.269,56.851,57.214,57.577,57.941,58.304,58.667,58.949,59.231,59.512,59.794,60.076,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 20-24,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.151,45.307,45.463,44.543,43.624,42.704,43.736,44.767,45.799,46.83,47.862,48.425,48.988,49.55,50.113,50.676,51.225,51.774,52.323,52.872,53.421,53.074,52.727,52.38,52.033,51.686,52.014,52.342,52.671,52.999,53.327,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 25-29,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.591,54.268,53.945,53.572,53.199,52.826,52.188,51.55,50.911,50.273,49.635,50.661,51.686,52.712,53.737,54.763,55.361,55.959,56.558,57.156,57.754,58.358,58.963,59.567,60.172,60.776,60.415,60.054,59.692,59.331,58.97,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 30-34,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.166,61.7515,62.337,62.112,61.888,61.663,61.234,60.805,60.375,59.946,59.517,58.932,58.348,57.763,57.179,56.594,57.783,58.972,60.16,61.349,62.538,63.17,63.801,64.433,65.064,65.696,66.35,67.005,67.659,68.314,68.968,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 35-39,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.175,64.8875,65.6,65.721,65.842,65.963,66.05,66.136,66.223,66.309,66.396,65.955,65.514,65.074,64.633,64.192,63.626,63.06,62.494,61.928,61.362,62.653,63.944,65.234,66.525,67.816,68.477,69.137,69.798,70.458,71.119,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 40-44,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.912,58.901,60.89,63.044,65.199,67.353,67.749,68.144,68.54,68.935,69.331,69.458,69.586,69.713,69.841,69.968,69.49,69.011,68.533,68.054,67.576,67.002,66.428,65.855,65.281,64.707,66.077,67.447,68.817,70.187,71.557,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 45-49,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.526,54.9695,55.413,56.51,57.607,58.704,60.9,63.096,65.292,67.488,69.684,70.148,70.613,71.077,71.542,72.006,72.138,72.27,72.403,72.535,72.667,72.132,71.598,71.063,70.529,69.994,69.426,68.858,68.29,67.722,67.154,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 50-54,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.454,55.1365,54.819,55.02,55.222,55.423,56.317,57.212,58.106,59.001,59.895,62.184,64.472,66.761,69.049,71.338,71.835,72.332,72.83,73.327,73.824,73.947,74.07,74.193,74.316,74.439,73.871,73.302,72.734,72.165,71.597,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 55-59,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.161,57.4895,56.818,56.17,55.523,54.875,54.939,55.002,55.066,55.129,55.193,56.129,57.065,58.001,58.937,59.873,62.191,64.509,66.828,69.146,71.464,71.965,72.466,72.967,73.468,73.969,74.088,74.207,74.325,74.444,74.563,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 60-64,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.829,54.5535,55.278,55.725,56.171,56.618,56.067,55.516,54.966,54.415,53.864,53.98,54.096,54.211,54.327,54.443,55.395,56.347,57.3,58.252,59.204,61.52,63.837,66.153,68.47,70.786,71.299,71.812,72.324,72.837,73.35,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 65-69,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.237,44.555,45.873,47.921,49.968,52.016,52.669,53.322,53.975,54.628,55.281,54.798,54.315,53.831,53.348,52.865,53.013,53.162,53.31,53.459,53.607,54.567,55.527,56.487,57.447,58.407,60.726,63.044,65.363,67.681,70,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 70-74,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.227,33.7235,35.22,36.916,38.613,40.309,42.153,43.997,45.84,47.684,49.528,50.19,50.853,51.515,52.178,52.84,52.402,51.965,51.527,51.09,50.652,50.823,50.994,51.165,51.336,51.507,52.468,53.428,54.389,55.349,56.31,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 75-79,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.017,21.6355,23.254,25.036,26.819,28.601,30.254,31.907,33.561,35.214,36.867,38.632,40.397,42.163,43.928,45.693,46.315,46.937,47.56,48.182,48.804,48.414,48.024,47.634,47.244,46.854,47.058,47.261,47.465,47.668,47.872,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 80-84,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.049,12.6515,13.254,14.295,15.336,16.377,17.994,19.61,21.227,22.843,24.46,25.956,27.451,28.947,30.442,31.938,33.547,35.155,36.764,38.372,39.981,40.533,41.085,41.637,42.189,42.741,42.428,42.115,41.802,41.489,41.176,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 85+,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.066,12.077,12.088,12.582,13.077,13.571,14.667,15.764,16.86,17.957,19.053,20.92,22.786,24.653,26.519,28.386,30.68,32.974,35.269,37.563,39.857,42.615,45.373,48.13,50.888,53.646,55.97,58.294,60.619,62.943,65.267,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,All Ages (0-100),All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.957,837.6285,847.3,858.561,869.822,881.083,891.94,902.797,913.655,924.512,935.369,945.897,956.426,966.954,977.483,988.011,998.259,1008.507,1018.756,1029.004,1039.252,1049.283,1059.314,1069.344,1079.375,1089.406,1099.255,1109.103,1118.952,1128.8,1138.649,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 0-4,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.849,25.711,25.573,25.409,25.246,25.082,25.227,25.372,25.517,25.662,25.807,25.926,26.046,26.165,26.285,26.404,26.709,27.013,27.318,27.622,27.927,28.277,28.628,28.978,29.329,29.679,29.938,30.196,30.455,30.713,30.972,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 5-9,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.814,26.979,27.144,27.452,27.76,28.068,27.877,27.686,27.494,27.303,27.112,27.284,27.456,27.628,27.8,27.972,28.109,28.245,28.382,28.518,28.655,28.98,29.305,29.629,29.954,30.279,30.652,31.025,31.399,31.772,32.145,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 10-14,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.769,27.9755,28.182,28.448,28.713,28.979,29.24,29.501,29.763,30.024,30.285,30.091,29.896,29.702,29.507,29.313,29.508,29.703,29.899,30.094,30.289,30.43,30.572,30.713,30.855,30.996,31.344,31.692,32.04,32.388,32.736,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 15-19,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.371,24.864,25.357,26.202,27.048,27.893,28.145,28.397,28.65,28.902,29.154,29.433,29.712,29.991,30.27,30.549,30.349,30.149,29.948,29.748,29.548,29.738,29.927,30.117,30.306,30.496,30.641,30.786,30.931,31.076,31.221,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 20-24,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.242,23.2755,23.309,22.689,22.069,21.449,22.058,22.668,23.277,23.887,24.496,24.767,25.038,25.31,25.581,25.852,26.106,26.361,26.615,26.87,27.124,26.959,26.794,26.629,26.464,26.299,26.469,26.64,26.81,26.981,27.151,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 25-29,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.992,27.825,27.658,27.446,27.233,27.021,26.573,26.125,25.676,25.228,24.78,25.389,25.999,26.608,27.218,27.827,28.11,28.392,28.675,28.957,29.24,29.517,29.794,30.07,30.347,30.624,30.462,30.299,30.137,29.974,29.812,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 30-34,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.225,31.4995,31.774,31.754,31.734,31.714,31.487,31.26,31.032,30.805,30.578,30.143,29.707,29.272,28.836,28.401,29.105,29.808,30.512,31.215,31.919,32.215,32.511,32.807,33.103,33.399,33.701,34.003,34.306,34.608,34.91,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 35-39,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.073,33.458,33.843,33.783,33.722,33.662,33.756,33.85,33.945,34.039,34.133,33.901,33.668,33.436,33.203,32.971,32.535,32.099,31.663,31.227,30.791,31.549,32.307,33.066,33.824,34.582,34.892,35.201,35.511,35.82,36.13,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 40-44,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.444,30.467,31.49,32.566,33.643,34.719,34.856,34.992,35.129,35.265,35.402,35.517,35.632,35.747,35.862,35.977,35.725,35.474,35.222,34.971,34.719,34.272,33.825,33.377,32.93,32.483,33.286,34.089,34.891,35.694,36.497,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 45-49,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.932,28.183,28.434,29.061,29.687,30.314,31.427,32.54,33.653,34.766,35.879,36.049,36.219,36.388,36.558,36.728,36.845,36.962,37.079,37.196,37.313,37.034,36.756,36.477,36.199,35.92,35.469,35.018,34.568,34.117,33.666,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 50-54,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.397,28.228,28.059,28.146,28.234,28.321,28.834,29.347,29.861,30.374,30.887,32.049,33.211,34.372,35.534,36.696,36.879,37.063,37.246,37.43,37.613,37.725,37.836,37.948,38.059,38.171,37.878,37.585,37.293,37,36.707,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 55-59,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.435,29.128,28.821,28.537,28.253,27.969,27.997,28.026,28.054,28.083,28.111,28.649,29.186,29.724,30.261,30.799,31.974,33.149,34.324,35.499,36.674,36.859,37.044,37.23,37.415,37.6,37.711,37.823,37.934,38.046,38.157,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 60-64,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.747,27.1405,27.534,27.821,28.109,28.396,28.17,27.944,27.719,27.493,27.267,27.325,27.383,27.44,27.498,27.556,28.103,28.651,29.198,29.746,30.293,31.466,32.638,33.811,34.983,36.156,36.348,36.54,36.733,36.925,37.117,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 65-69,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.666,21.3845,22.103,23.257,24.41,25.564,25.956,26.348,26.74,27.132,27.524,27.335,27.146,26.956,26.767,26.578,26.654,26.73,26.805,26.881,26.957,27.511,28.066,28.62,29.175,29.729,30.902,32.075,33.248,34.421,35.594,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 70-74,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.034,15.7145,16.395,17.251,18.108,18.964,19.994,21.025,22.055,23.086,24.116,24.509,24.902,25.295,25.688,26.081,25.915,25.748,25.582,25.415,25.249,25.341,25.433,25.526,25.618,25.71,26.267,26.824,27.381,27.938,28.495,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 75-79,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,9.8305,10.571,11.388,12.206,13.023,13.839,14.654,15.47,16.285,17.101,18.078,19.055,20.033,21.01,21.987,22.351,22.716,23.08,23.445,23.809,23.667,23.524,23.382,23.239,23.097,23.214,23.331,23.447,23.564,23.681,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 80-84,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.099,5.405,5.711,6.198,6.685,7.172,7.914,8.657,9.399,10.142,10.884,11.617,12.349,13.082,13.814,14.547,15.43,16.313,17.195,18.078,18.961,19.279,19.597,19.914,20.232,20.55,20.444,20.338,20.232,20.126,20.02,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 85+,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.261,4.2665,4.272,4.527,4.781,5.036,5.554,6.072,6.59,7.108,7.626,8.482,9.338,10.194,11.05,11.906,12.995,14.084,15.172,16.261,17.35,18.759,20.168,21.577,22.986,24.395,25.622,26.849,28.075,29.302,30.529,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,All Ages (0-100),All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.439,421.334,426.229,431.935,437.64,443.346,448.905,454.464,460.024,465.583,471.142,476.542,481.943,487.343,492.744,498.144,503.401,508.659,513.916,519.174,524.431,529.578,534.725,539.871,545.018,550.165,555.24,560.315,565.39,570.465,575.54,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 0-4,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.851,24.621,24.391,24.242,24.093,23.944,24.076,24.208,24.339,24.471,24.603,24.715,24.827,24.94,25.052,25.164,25.456,25.747,26.039,26.33,26.622,26.959,27.296,27.634,27.971,28.308,28.558,28.808,29.058,29.308,29.558,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 5-9,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.577,25.778,25.979,26.315,26.651,26.987,26.764,26.542,26.319,26.097,25.874,26.034,26.194,26.353,26.513,26.673,26.804,26.935,27.067,27.198,27.329,27.642,27.955,28.269,28.582,28.895,29.253,29.611,29.969,30.327,30.685,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 10-14,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.238,26.467,26.696,27.007,27.319,27.63,27.922,28.215,28.507,28.8,29.092,28.867,28.642,28.418,28.193,27.968,28.148,28.328,28.508,28.688,28.868,29.006,29.144,29.282,29.42,29.558,29.896,30.234,30.571,30.909,31.247,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 15-19,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.926,23.3265,23.727,24.317,24.907,25.497,25.773,26.049,26.324,26.6,26.876,27.179,27.483,27.786,28.09,28.393,28.175,27.957,27.739,27.521,27.303,27.477,27.65,27.824,27.997,28.171,28.308,28.445,28.581,28.718,28.855,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 20-24,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.91,22.032,22.154,21.854,21.555,21.255,21.677,22.099,22.522,22.944,23.366,23.658,23.949,24.241,24.532,24.824,25.119,25.413,25.708,26.002,26.297,26.115,25.933,25.751,25.569,25.387,25.545,25.703,25.86,26.018,26.176,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 25-29,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.599,26.4435,26.288,26.127,25.966,25.805,25.615,25.425,25.235,25.045,24.855,25.271,25.687,26.104,26.52,26.936,27.252,27.567,27.883,28.198,28.514,28.842,29.169,29.497,29.824,30.152,29.953,29.754,29.556,29.357,29.158,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 30-34,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.94,30.2515,30.563,30.358,30.154,29.949,29.747,29.545,29.343,29.141,28.939,28.79,28.641,28.491,28.342,28.193,28.678,29.163,29.649,30.134,30.619,30.955,31.29,31.626,31.961,32.297,32.649,33.001,33.354,33.706,34.058,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 35-39,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.102,31.4295,31.757,31.938,32.12,32.301,32.293,32.286,32.278,32.271,32.263,32.055,31.846,31.638,31.429,31.221,31.091,30.961,30.831,30.701,30.571,31.104,31.636,32.169,32.701,33.234,33.585,33.936,34.287,34.638,34.989,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 40-44,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.468,28.434,29.4,30.478,31.556,32.634,32.893,33.152,33.411,33.67,33.929,33.941,33.954,33.966,33.979,33.991,33.764,33.537,33.311,33.084,32.857,32.73,32.604,32.477,32.351,32.224,32.791,33.358,33.926,34.493,35.06,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 45-49,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.594,26.786,26.978,27.449,27.919,28.39,29.473,30.556,31.639,32.722,33.805,34.1,34.394,34.689,34.983,35.278,35.293,35.308,35.324,35.339,35.354,35.098,34.842,34.586,34.33,34.074,33.957,33.84,33.722,33.605,33.488,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 50-54,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.057,26.9085,26.76,26.874,26.988,27.102,27.483,27.864,28.246,28.627,29.008,30.135,31.262,32.388,33.515,34.642,34.956,35.27,35.583,35.897,36.211,36.222,36.234,36.245,36.257,36.268,35.992,35.717,35.441,35.166,34.89,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 55-59,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.727,28.362,27.997,27.633,27.27,26.906,26.941,26.976,27.012,27.047,27.082,27.48,27.879,28.277,28.676,29.074,30.217,31.36,32.504,33.647,34.79,35.106,35.422,35.737,36.053,36.369,36.376,36.384,36.391,36.399,36.406,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 60-64,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.082,27.413,27.744,27.903,28.063,28.222,27.897,27.572,27.247,26.922,26.597,26.655,26.713,26.771,26.829,26.887,27.292,27.697,28.101,28.506,28.911,30.055,31.199,32.342,33.486,34.63,34.951,35.271,35.592,35.912,36.233,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 65-69,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.571,23.1705,23.77,24.664,25.558,26.452,26.713,26.974,27.235,27.496,27.757,27.463,27.169,26.875,26.581,26.287,26.36,26.432,26.505,26.577,26.65,27.056,27.461,27.867,28.272,28.678,29.824,30.969,32.115,33.26,34.406,,,,,,,,,,
