Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Zero_Intl_Migration,Employment,All Sectors w Military,King County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,1575.33857001427,1574.6939939037,1574.80242995626,1605.22737219171,1616.43815817487,1627.41152496319,1645.02502759798,1666.07685948173,1687.66925682094,1708.49635699972,1728.5622894937,1749.81672724189,1766.71020643598,1784.00210640069,1799.53669310194,1814.12135878858,1826.6076545192,1839.45365015491,1853.65098586139,1868.97625755385,1884.01980536819,1899.52652186006,1915.94999632355,1933.31043762384,1951.21417665954,1969.76308151765,1988.60173464243,2007.82234225417,2028.17124829898,2049.01290683899,2069.85209004965,2092.06263396092,2114.62011262758,2137.50729730554,2161.0044932388,2184.43929887117,2207.50574188613,2230.3794883284,2252.70094088126
Zero_Intl_Migration,Employment,All Sectors w Military,Kitsap County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,107.179286375163,110.683277521889,111.524009149655,114.659853986924,115.594814496708,116.173768222076,116.208220896092,116.353097480098,116.62801430657,116.932150155987,117.326961975804,117.656910210329,117.870760024798,118.170956112335,118.499877136631,118.726552428545,118.907223375926,119.133485828161,119.407087096364,119.663946130845,119.899386006229,120.192087784276,120.484427544947,120.803490160856,121.150364553407,121.504149431126,121.850523830659,122.220388786353,122.633978075077,123.021689092051,123.430756815882,123.888176850664,124.317675836259,124.786934646225,125.222687041002,125.661801598539,126.084557355959,126.488794863249,126.880544534896
Zero_Intl_Migration,Employment,All Sectors w Military,Pierce County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,386.702769564702,397.009680519352,400.907114966763,411.979067846323,415.743134691213,417.043590105829,417.908508061216,419.666435952253,421.97021213411,424.600571862278,427.282136524982,430.092982067774,432.222040502456,434.501471927947,436.53595991824,438.273765816059,439.845395789157,441.487552781492,443.307400428258,445.236155187246,447.195603504204,449.210773335126,451.137809367189,453.231800666832,455.422231432648,457.72876671811,460.033726790898,462.387096479107,464.859002318622,467.366400840651,469.910609451069,472.594870100816,475.215676667598,477.904625283526,480.548253309951,483.075742933336,485.523941058171,487.944486428118,490.234757397707
Zero_Intl_Migration,Employment,All Sectors w Military,Region,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,2377.77133104249,2406.2470710858,2415.75456880287,2470.00125384765,2489.78186897334,2506.42664261088,2528.1598504128,2554.84776827866,2583.05582172919,2610.71232919826,2637.72302635775,2665.49141189532,2687.59048582791,2710.22658300686,2730.52793729308,2749.03705081275,2764.95635200279,2781.39075027878,2799.48061780621,2818.84494791228,2837.91578453865,2857.66502718874,2878.22155613701,2900.07002974174,2922.6853095102,2946.093115127,2969.76821360899,2993.9189598339,3019.40300585858,3045.39640615747,3071.44554219524,3099.17812443075,3127.0713773589,3155.3943536218,3184.13252753413,3212.59186218187,3240.41136892648,3267.84172633959,3294.43066590534
Zero_Intl_Migration,Employment,All Sectors w Military,Snohomish County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,308.550704983633,322.311417438683,326.506501254407,335.727022553269,339.441098912518,343.129692793274,346.471526630264,350.343948909362,354.493946459621,358.490029365683,362.439894125006,365.961709484785,368.931732817293,371.814314498023,374.327665234834,376.42084119625,378.214730402494,380.049712228077,381.982917143094,383.990475439814,385.972882478744,388.056326118643,390.142276851028,392.393891920531,394.746291561512,397.133479378233,399.515104602248,401.923548272238,404.392818220786,406.880158945823,409.365986657894,411.992008884623,414.540675143333,417.086671444659,419.541762947675,421.901651819563,424.093469828066,426.143965163498,428.049955895554
Zero_Intl_Migration,Employment,All Sectors w Military REMI,King County,All Ages,All Races,Total,Thousands,1414.6728515625,1373.29711914062,1365.11975097656,1386.66711425781,1416.61389160156,1460.94104003906,1503.40075683594,1523.53527832031,1457.77099609375,1441.77819824219,1468.30676269531,1514.28002929687,1555.43994140625,1608.18884277344,1660.80517578125,1711.56201171875,1767.09606933594,1815.16516113281,1834.04174804687,1754.10913085938,1799.79077148438,1872.07604980469,1871.31005859375,1871.43892012282,1907.59483400689,1920.9173313659,1933.95768823975,1954.88894521739,1979.90618977945,2005.56582300752,2030.3160044439,2054.16164140982,2079.4196555395,2099.49526239578,2120.04433825523,2138.50508584345,2155.83698125062,2170.67524880339,2185.94097086674,2202.8125771697,2221.02458228295,2238.90179680901,2257.32942443656,2276.8464944702,2297.47702240302,2318.75318594568,2340.79604149174,2363.18322352155,2386.02430661158,2410.20621923109,2434.97370130359,2459.73824178318,2486.13245830328,2512.93895968631,2540.1372719086,2568.06049970326,2595.90958509435,2623.32092151716,2650.50326422047,2677.02928060607
Zero_Intl_Migration,Employment,All Sectors w Military REMI,Kitsap County,All Ages,All Races,Total,Thousands,113.167007446289,117.075012207031,119.297996520996,121.922012329102,124.982009887695,127.062004089355,127.592002868652,127.472007751465,123.188980102539,120.814994812012,120.714012145996,121.384002685547,121.568000793457,124.397987365723,127.312995910645,131.351989746094,132.190002441406,131.630996704102,131.681991577148,129.043014526367,131.387008666992,136.880004882812,141.354995727539,142.428704586832,146.433531183034,147.627580924105,148.366969955657,148.410969895822,148.595993590202,148.947093301934,149.3355089927,149.839728097455,150.261109107539,150.53421937575,150.917603547428,151.337672694502,151.6271625401,151.857899662879,152.146862265767,152.496281861607,152.824319741715,153.125002946297,153.498816041749,153.872166800291,154.279645650921,154.722643268762,155.174466353497,155.616825424012,156.089184577105,156.617384621859,157.112535202642,157.634960700413,158.219137538234,158.767656055512,159.366952340939,159.923457165165,160.484255849431,161.02416250581,161.540419273726,162.040727670819
Zero_Intl_Migration,Employment,All Sectors w Military REMI,Nation,All Ages,All Races,Total,Thousands,165522.203125,165095.109375,165921.5,168839.703125,172338.375,175868.609375,179543.6875,179213.859375,173636.703125,172901.703125,176091.6875,178979.734375,182328.078125,186239.8125,190325.8125,193425.875,196394.09375,200292.203125,201622.21875,195262.609375,202706.140625,210414.171875,216314.1875,217057.426302997,221538.883173855,223710.075866484,224614.070499218,225377.309182931,226379.897685435,227439.091433685,228518.950792461,229539.788603929,230388.792979973,231386.376502786,232342.856528357,233230.191346717,234064.36186821,234882.152479087,235657.235844254,236377.646015189,237067.326857244,237721.822527978,238338.049827009,238918.611380631,239475.38692635,240010.611384938,240517.753390942,240982.986495524,241399.073795674,241794.884851677,242183.008240586,242574.947711053,242968.440880761,243351.662205487,243725.62261626,244095.974581687,244466.279211179,244834.867814694,245197.786711056,245546.338406648
Zero_Intl_Migration,Employment,All Sectors w Military REMI,Pierce County,All Ages,All Races,Total,Thousands,334.036010742188,337.916961669922,345.170013427734,355.306976318359,368.415985107422,380.234008789063,396.622955322266,397.504028320313,386.778015136719,381.748046875,382.589996337891,391.295043945313,397.271026611328,404.319061279297,413.634063720703,424.846984863281,438.819061279297,450.880035400391,458.982971191406,448.246978759766,465.891052246094,478.549987792969,491.304931640625,496.128060291429,509.82975402722,514.487838438411,516.097169872707,517.167517720121,519.342977626301,522.193932288317,525.449038573754,528.76751166886,532.245971628443,534.880710678992,537.701538370688,540.219245197602,542.369803860846,544.314717535211,546.346909364405,548.598995818622,550.985856319798,553.410700520466,555.904500859869,558.289234412873,560.880577402246,563.591265555379,566.445634645997,569.298054389299,572.210381696477,575.269399118713,578.372339222969,581.520832317106,584.8426417332,588.085925850232,591.413536688853,594.685062675591,597.812865793679,600.842544593429,603.838002729259,606.672244505631
Zero_Intl_Migration,Employment,All Sectors w Military REMI,Region,All Ages,All Races,Total,Thousands,2153.18894958496,2116.912109375,2121.3907699585,2162.8331451416,2223.97987365723,2296.84502410889,2380.08873748779,2399.82933807373,2305.79295349121,2275.54228973389,2310.99773406982,2380.06610107422,2434.75403594971,2504.67392730713,2581.43714141846,2658.3030090332,2734.7301940918,2798.64326477051,2828.95082092285,2720.02317810059,2791.31080627441,2896.00103759766,2930.68299865723,2942.26263328994,3008.33225660692,3032.42401058698,3052.69647375264,3079.16638342099,3111.67087063631,3146.02680343559,3179.7109820953,3212.60859759721,3246.42903788907,3273.34455335652,3300.91413503226,3325.64012205631,3348.18325362585,3367.57212931895,3387.58836630449,3409.62087819724,3433.20561881019,3456.43289972522,3480.48644367192,3505.52322007947,3532.13351746306,3559.67774462233,3588.18722678705,3617.02225767246,3646.43660261514,3677.47483693405,3709.13343810124,3740.8599224814,3774.63675622516,3808.60927846366,3843.10518123377,3878.10677301101,3912.76875315738,3946.65145640392,3980.06019613131,4012.44413295726
