Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
OFM_v2022_Medium,Employment,Const Res,Snohomish County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,29.4151216878,30.0495399290728,31.3912888500671,31.9958095896941,32.8411742816029,33.4673363993878,33.7220716713417,34.1142596666712,34.5481174575432,34.9128225476548,35.2739934695921,35.577985748473,35.8092252504663,36.014092089233,36.1984453635795,36.301642594044,36.3619738090908,36.4514108840578,36.580145389326,36.7259417579051,36.8733105281211,37.0529395192523,37.2330981566668,37.4404483826995,37.6572627288109,37.8687263066831,38.0759210914813,38.2752628064827,38.4672919484904
OFM_v2022_Medium,Employment,Const Res REMI,King County,All Ages,All Races,Total,Thousands,85.3860035757534,80.7999985357746,79.2830009851605,81.6099991053343,86.7869978398085,94.1590009555221,100.165003828704,99.3899964615703,80.8709963411093,71.8859974404331,69.3880000333302,73.0160010568798,77.3760000853799,82.2569978777319,88.9469983093441,94.0999990897253,96.6989973532036,100.261001877021,100.515997530892,96.8409965354949,99.754003347829,100.622001109645,99.8609983846545,105.553652943768,106.034149025046,105.59237251366,106.858101590107,108.133264092825,110.509818183131,113.009221464174,114.969032090648,116.737755881704,118.36301753237,119.770823852073,120.996752878949,122.172139364497,123.131757320089,123.755800834807,124.404972692345,125.330039017116,126.433255685121,127.425340421871,128.54512528992,129.682088106324,130.922217780838,132.158775384347,133.387904095045,134.574916841592,135.725750408758,136.969878698858
OFM_v2022_Medium,Employment,Const Res REMI,Kitsap County,All Ages,All Races,Total,Thousands,8.04099996201694,7.89899989124387,7.72300020884722,8.18000022135675,8.611000096309,9.14099984045606,9.67500014405232,9.2319999615429,7.78799996944144,6.96500004222617,6.73499994620215,6.69499989785254,6.91099997237325,7.16699988115579,7.28799995873123,7.65999985672534,7.85699986654799,8.37300002749544,7.96399979642592,8.46099978568964,8.39700000616722,8.43499980098568,8.33099989336915,8.74099740451685,8.88537469740571,8.89663416258037,8.91827334782924,8.82580939299349,8.78636973555443,8.78180328029302,8.78832347135574,8.82040941860328,8.85386272212982,8.88488469471731,8.92358413546071,8.96421076583014,8.98196319794271,8.99264686535364,9.01044032381814,9.03466474106077,9.0540917916928,9.07254901010341,9.10031501540755,9.12337128337548,9.1471570185399,9.17565453819254,9.20060261041014,9.21978053178212,9.2367198386595,9.25594960970817
OFM_v2022_Medium,Employment,Const Res REMI,Pierce County,All Ages,All Races,Total,Thousands,26.2619998604059,26.433999683708,27.5949996113777,29.2960000932217,31.4049997458933,33.5130007098196,36.4670011530397,34.0310003588675,28.7479998758063,26.4129997342825,24.9820007811068,25.5939992795466,26.632999701309,27.7840006500483,29.111999720335,31.2279995511053,33.082999180886,34.4300003777025,35.1270011027809,35.3859991093632,36.061001369264,36.8790004269686,36.2529995460063,38.0217567236444,38.5910219840215,39.5750670469567,39.9149547112744,39.7503779775968,39.8363819457435,40.0291250898239,40.2552647189707,40.5470334261834,40.8670536619119,41.1211160939333,41.3855856255184,41.6355847332996,41.8027730037101,41.9302163167072,42.0779635955797,42.2442848077421,42.4116769358527,42.5781548335972,42.7627511578309,42.9295330486328,43.1139120693628,43.3081753683142,43.5152960520837,43.7073926505646,43.8699536066181,44.0253327343296
OFM_v2022_Medium,Employment,Const Res REMI,Region,All Ages,All Races,Total,Thousands,148.93300341384,142.419997252407,142.275000276859,147.703999741003,158.101997534512,170.423000773066,183.647005008184,177.227995829307,146.281995864003,131.606997843017,126.074000096065,130.959000112256,138.555000574561,146.324997958611,156.706997896428,167.11499913095,173.04199654283,180.17700087023,180.877998858108,177.201994488365,182.398006294039,184.002002272173,183.33199707442,192.939758672739,194.916205376033,196.563716735536,199.001286758284,200.349060552282,203.279707997547,206.528741741019,209.193175705256,211.753144114272,214.125274595731,216.11741151023,217.911626933008,219.61621005191,220.894315866926,221.734560765848,222.665013550935,223.947220355538,225.425930747354,226.793659984511,228.358264399745,229.918208005875,231.634833602196,233.374730673254,235.109582379358,236.77599965574,238.364300867038,240.031542263249
OFM_v2022_Medium,Employment,Const Res REMI,Snohomish County,All Ages,All Races,Total,Thousands,29.2440000156639,27.286999141681,27.6739994714735,28.6180003210902,31.2989998525009,33.609999267268,37.3399998823879,34.5749990473269,28.874999677646,26.3430006260751,24.9689993354259,25.6539998779772,27.6350008154986,29.1169995496748,31.3599999080179,34.1270006333943,35.4030001421925,37.1129985880107,37.2710004280088,36.5139990578173,38.1860015707789,38.0660009345738,38.8869992503896,40.6233516008106,41.40565966956,42.4996430123386,43.3099571090733,43.6396090888674,44.1471381331186,44.7085919067283,45.1805554242817,45.6479453877816,46.041340679319,46.340586869507,46.60570429308,46.844275188283,46.9778223451842,47.05589674898,47.1716369391928,47.3382317896191,47.5269063346879,47.7176157189397,47.9500729365861,48.1832155675423,48.4515467334548,48.7321253823995,49.0057796218191,49.2739096318009,49.531877013003,49.7803812203531
OFM_v2022_Medium,Employment,FIRE and Services,King County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,982.124161056361,957.117649885196,967.834697289541,995.854240938346,1005.07465589271,1015.6931445128,1030.350238213,1046.23162349364,1061.90716854796,1077.26207580708,1091.86787931306,1107.82882408854,1120.66143263072,1134.00358322073,1145.99185487707,1157.36760501911,1167.33150679477,1177.75114846769,1188.94531250262,1200.69533771406,1212.06308643259,1223.4442832214,1235.23418621399,1247.28575362713,1259.49446506125,1271.79277660944,1284.07124730647,1296.40595512436,1309.22031383704
OFM_v2022_Medium,Employment,FIRE and Services,Kitsap County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,43.4501101690395,45.4349500409912,45.9982491052551,47.2930640256501,47.5583148624846,47.7689058503819,47.9263924074446,48.159847921235,48.4552256470828,48.7874581247165,49.1232126793002,49.460646243518,49.7519807038385,50.0761386791794,50.3881465369144,50.6791456416114,50.9488895905923,51.2332129463801,51.5503968824814,51.8697742402135,52.1804505066663,52.4952259384334,52.8377750195141,53.1825547942653,53.538708085361,53.891185379638,54.2330181563533,54.5786957166412,54.9362859188187
OFM_v2022_Medium,Employment,FIRE and Services,Pierce County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,175.360852090316,180.140227201755,182.817313090804,188.35191790198,190.662283599415,191.825305129101,193.279797240914,195.062769431346,196.967962377966,199.026718121812,200.967796317587,202.971027292405,204.693716949208,206.526998459693,208.189987074981,209.771447509727,211.287782570926,212.829717643681,214.464741456974,216.143762552329,217.82894104781,219.462282154231,221.050286908366,222.66746418453,224.307208747578,225.959286110862,227.57724838535,229.205640300033,230.874012774867
OFM_v2022_Medium,Employment,FIRE and Services,Region,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,1332.80787803585,1321.94369824325,1337.85694992559,1377.20999717522,1390.83275439429,1404.09857761715,1421.72546716734,1441.20706416755,1460.82955582737,1480.39713965859,1499.02124536495,1518.94962191844,1535.36878321639,1552.44084090323,1567.83780687853,1582.42005077698,1595.44981963466,1609.00627589055,1623.51673248217,1638.64602166572,1653.3873631432,1668.09995165629,1683.18995029358,1698.61103413428,1714.25043059695,1729.97685962395,1745.61435205688,1761.32530789419,1777.57424239117
OFM_v2022_Medium,Employment,FIRE and Services,Snohomish County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,131.872754615408,136.79471418944,138.632834546713,142.993636122657,144.724886703369,146.098033837973,147.679665833623,149.469903660454,151.375098200653,153.319494634785,155.173095381419,156.972532650837,158.636942685779,160.308929972498,161.825539025203,163.244427838624,164.574881243163,165.943898307155,167.376638872655,168.841385373197,170.291184210943,171.747791310196,173.205403715803,174.703223052136,176.227199756607,177.744936977895,179.244614678902,180.747516728862,182.26917136418
OFM_v2022_Medium,Employment,FIRE and Services REMI,King County,All Ages,All Races,Total,Thousands,760.196997046471,743.130997300148,752.277998208999,771.796993613244,794.618000268936,821.685998439788,854.874003767967,874.488005518913,849.014007925987,849.444999694824,870.409001469613,903.925002574921,928.441002011299,957.101998925209,982.870996832847,1015.72100043297,1046.40399169922,1079.4559905529,1086.83900046349,1025.64899587631,1069.0909935236,1170.94499337673,1144.89799559116,1158.30959471119,1191.63265487614,1202.3722738504,1215.05171545571,1232.38756192021,1251.19470201852,1269.71327922187,1287.82231586625,1304.98353170906,1323.71499537248,1338.78138229451,1354.50383455914,1368.67836981589,1382.22630885943,1394.19569540478,1406.69551206287,1420.10704597206,1434.19851969128,1447.83749648531,1461.47760568362,1475.60740473392,1490.06068997005,1504.71519467523,1519.48356824683,1534.22647366089,1549.02295795999,1564.3787737047
OFM_v2022_Medium,Employment,FIRE and Services REMI,Kitsap County,All Ages,All Races,Total,Thousands,47.0709994845093,49.1370002143085,50.672000296414,53.1510002352297,54.7809999994933,55.8940002508461,56.9480003789067,56.5859999768436,55.2319997213781,54.8259994983673,54.8400004282594,55.9000000096857,55.9449995867908,57.1449999986216,57.3359999451786,57.950998951681,59.107000890188,60.838000186719,61.3499992797151,59.0440004928969,61.228999895975,65.2480001859367,67.921999655664,68.7740310414365,70.6948580069483,71.0845332808213,71.4112036850789,71.6535353229874,72.0069041947044,72.4484414868923,72.9438281467087,73.4411417161889,73.9451901921385,74.3765879003155,74.8616801653608,75.3283334322785,75.7631937089005,76.1698389325704,76.5980727111793,77.0710933316925,77.5467935313579,78.00920335856,78.4761259406028,78.9771760565606,79.4812732900955,80.0016573664674,80.5163928309803,81.014986514043,81.5189679778759,82.0385623686557
OFM_v2022_Medium,Employment,FIRE and Services REMI,Pierce County,All Ages,All Races,Total,Thousands,150.140999387949,153.233999427408,158.340999914217,163.802999580279,166.9350013379,173.164000492543,181.664001520723,182.059001587331,178.722999686375,176.059997851029,177.431999590248,182.466000176966,186.643998758868,192.730999544263,198.271001461894,204.72300045751,210.686002239585,219.195997755975,223.43500278145,213.76800044626,225.648999042809,233.043000184,239.518998883665,243.060807036338,250.388241823915,253.446797317703,254.997532903804,256.927303652239,259.285975292804,261.797024550947,264.505224993536,267.053826325033,269.693605650407,271.951878740225,274.368894969684,276.563590040505,278.659009643682,280.676198567316,282.728185564638,284.894272379828,287.118667297341,289.349704046301,291.509459585939,293.604028669912,295.737179823636,297.900007904962,300.079014372373,302.211355550335,304.355961754506,306.547245555377
OFM_v2022_Medium,Employment,FIRE and Services REMI,Region,All Ages,All Races,Total,Thousands,1077.04799680389,1069.63099734089,1089.62399905699,1122.94399283617,1156.01200245973,1196.81199958525,1251.41200473136,1270.32900595269,1236.06600593031,1231.03899726086,1258.01400291919,1304.93100374192,1336.73599969037,1376.86099911668,1412.88599818666,1458.9529996533,1502.30299687758,1548.43698574137,1561.37300120201,1479.69599635853,1545.51799094118,1665.68399500101,1656.0759938769,1676.57886298995,1725.59854417474,1742.38839109218,1758.97971292524,1780.82627121486,1804.98793863123,1829.26181691191,1853.42951823174,1876.35243704308,1900.86883752052,1921.05852829796,1942.13773423687,1961.20261963677,1979.37677477334,1995.74387942248,2012.75515691473,2030.92718980576,2049.88871854717,2068.36849250055,2086.78920153248,2105.66818605552,2124.9719578612,2144.56233374961,2164.26736804912,2183.85628422799,2203.52010921863,2223.82883225123
OFM_v2022_Medium,Employment,FIRE and Services REMI,Snohomish County,All Ages,All Races,Total,Thousands,119.639000884956,124.129000399029,128.333000637358,134.192999407416,139.678000853397,146.068000402069,157.925999063765,157.195998869603,153.096998596564,150.708000216633,155.333001431077,162.640000980348,165.705999333412,169.883000648581,174.407999946736,180.557999811136,186.10600204859,188.946997245773,189.748998677358,181.234999543056,189.5489984788,196.44800125435,203.736999746412,206.434430200989,212.882789467742,215.484786643256,217.519260880637,219.857870319427,222.5003571252,225.303071652207,228.158149225243,230.873937292795,233.515046305499,235.948679362901,238.403324542685,240.632326348094,242.728262561329,244.702146517806,246.733386576044,248.85477812219,251.024738027192,253.17208861038,255.326010322324,257.479576595134,259.692814777417,261.945473802945,264.188392598946,266.403468502722,268.622221526242,270.864250622495
OFM_v2022_Medium,Employment,Manuf,King County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,93.150294995342,95.4112224534788,95.3408427001149,98.3862587454932,99.6472431852658,100.084018625781,100.965921148618,101.653514721328,102.272472383679,102.630526624781,103.317429151723,103.812047738127,104.248477868287,104.844215508122,105.366552364147,105.896711712908,106.424332104204,106.951936024601,107.491537805151,108.06029876973,108.616910309051,109.156133313904,109.69134695019,110.225506775824,110.756803987304,111.274853179667,111.766357469085,112.228245354845,112.676402959442
OFM_v2022_Medium,Employment,Manuf,Kitsap County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,2.923559194317,2.70567981500845,2.71533700331802,2.80225482918191,2.83005515507239,2.82370212855391,2.82099367438865,2.81365044313352,2.80649731244606,2.79541927235958,2.79431589597062,2.79205643955408,2.78802487226213,2.79090836246391,2.79382769288622,2.7972799573148,2.8024406762715,2.8081402160212,2.81414155069455,2.82069913449201,2.82775024406162,2.8349696375223,2.84134845942131,2.84746872919352,2.8536817184223,2.85957620068658,2.86472567737557,2.86937514832609,2.8735177800436
OFM_v2022_Medium,Employment,Manuf,Pierce County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,17.221923620217,17.1491625674404,17.3853237539426,17.8084667496982,18.0346207407861,17.9628082418561,17.9617175901895,17.9546493282198,17.9480318807156,17.9161085834929,17.9355200659894,17.9676567857419,17.9831266161033,18.0465657753747,18.1018272910625,18.1632801099157,18.2315153374423,18.3017078815011,18.3750631202493,18.4550584749885,18.5367503488286,18.6155174187432,18.6914005082204,18.7687370109602,18.8476560221685,18.9267935122133,19.0012700033738,19.0721297661871,19.1409211137557
OFM_v2022_Medium,Employment,Manuf,Region,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,165.393541808501,170.063781903145,170.227202759648,175.773712249699,178.04076522,179.000229987348,180.268720551286,181.270105481001,182.235839854759,182.778158769087,183.960354077107,184.761387781834,185.44508179627,186.423004684871,187.324878526979,188.200558501759,189.07268237975,189.961359222292,190.86504998104,191.799247800501,192.713115991521,193.620709070216,194.496848985991,195.374154471438,196.242451398132,197.087595995292,197.887508324206,198.636864692083,199.359710102814
OFM_v2022_Medium,Employment,Manuf,Snohomish County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,52.097763998625,54.8645373201781,54.84294687612,56.840715797782,57.5951091350525,58.2051701428252,58.6052169640837,58.9420709313205,59.3107243904871,59.5447381803734,60.0290463235633,60.3103000509569,60.5509886092284,60.8707979447734,61.1957147645018,61.4795424378557,61.753320114112,62.0410712687032,62.3283321608,62.6096877664915,62.8803969827385,63.1649326550143,63.425857567604,63.6877976675111,63.9418001243023,64.1858914057008,64.4166847852517,64.6305272842332,64.8341533429
OFM_v2022_Medium,Employment,Manuf REMI,King County,All Ages,All Races,Total,Thousands,136.366998553276,123.231997027993,109.985001146793,107.874998122454,109.760998606682,116.003998696804,118.315999105573,116.350999601185,107.184998326004,102.120001472533,104.749999590218,108.87800040096,111.977998904884,112.632998079062,113.430999919772,111.503000639379,108.826998531818,108.649001024663,111.32599966228,99.3780017793178,93.2149982899427,95.9959999471903,98.325997851789,98.253468024583,101.391920334862,102.69142735435,103.141546113144,104.050390411919,104.758989698404,105.396856274407,105.765848932043,106.473736061583,106.98346505167,107.433227951014,108.047165141927,108.585459183893,109.131814692678,109.675553679844,110.219275692932,110.775362096091,111.361498484906,111.935114288291,112.490810344304,113.042374547115,113.592852745771,114.140380878535,114.674256270397,115.180775822948,115.656774202333,116.118622845854
OFM_v2022_Medium,Employment,Manuf REMI,Kitsap County,All Ages,All Races,Total,Thousands,2.38999997603241,2.35400002228562,2.30400000116788,2.36900000611786,2.47099998546764,2.89999999874271,2.74599997815676,2.64599998889025,2.67299999529496,2.49700006889179,2.56800005445257,2.67599995841738,2.82199997606222,2.90699998813216,3.09799993759953,3.2269999391865,3.55600005644374,3.5559999702964,3.61499996506609,3.38099998631515,3.32500000705477,3.52900005318224,3.26599995978177,3.27765705847308,3.38257472618866,3.41613223093721,3.40846355401589,3.40519420516473,3.39633026167412,3.3876957867418,3.37432359160023,3.37299171662301,3.37026434861568,3.3653978826945,3.36887851585398,3.37240241139733,3.37656960642992,3.38279906041466,3.38967891977202,3.39692307286548,3.40483866890163,3.41334999512841,3.42206445521398,3.42976426948988,3.43715198799191,3.44465162725401,3.45176679983699,3.45798268338901,3.46359501484566,3.46859554556173
OFM_v2022_Medium,Employment,Manuf REMI,Pierce County,All Ages,All Races,Total,Thousands,23.0180002376437,21.2480000387877,20.1260001081973,20.3030000515282,21.2359997630119,21.8099999651313,22.1850003525615,21.3609998300672,18.7719998806715,18.0830002576113,18.2189998924732,18.3209999203682,18.9680000692606,19.009999871254,18.917000234127,18.987999856472,18.7769998796284,19.0080000422895,19.4059999920428,17.864999961108,17.8440000638366,18.4620000645518,18.3839998021722,18.6371659371869,19.090777635115,19.3332159997331,19.2562325924716,19.2550634076823,19.2474861906525,19.2403922492936,19.2061702931182,19.2269795127505,19.2614302590916,19.2780140052183,19.3460211447453,19.4052618038432,19.4711395751452,19.5442881271178,19.6195349335444,19.6981721666648,19.7839276418909,19.8715017952415,19.9559405421502,20.0372876456283,20.1201928163897,20.2047944452294,20.2896302846242,20.3694695067073,20.4454315754334,20.5191762912537
