Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
OFM_v2022_Low,Employment,All Sectors w Military,King County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,1575.33857001427,1574.6939939037,1601.17081087545,1638.44358127193,1589.75261058278,1602.47776018554,1621.52615746351,1644.99831956159,1668.78163845597,1691.28076578824,1712.02180770564,1732.87102790569,1748.77520930864,1764.53845237567,1778.35746474762,1791.14777672083,1801.83422053817,1812.90049266646,1825.11674008226,1838.23007827525,1850.81661656656,1863.5936182793,1876.92758376652,1890.75389074926,1904.81047094506,1919.03420637502,1933.14012730616,1947.27912365817,1961.99742695713
OFM_v2022_Low,Employment,All Sectors w Military,Kitsap County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,107.179286375163,110.683277521889,112.401404985521,115.276467436285,111.136165951887,111.456402523521,111.392133899879,111.636965113269,112.10156996617,112.628375554054,113.226517923789,113.726562794688,114.084483497947,114.494687964051,114.906441736459,115.205649803444,115.451115881404,115.731906273011,116.050368629729,116.350821086208,116.622610601075,116.936538242633,117.249482753522,117.572191665535,117.908399745365,118.235711227734,118.542860602158,118.849769116361,119.173844427798
OFM_v2022_Low,Employment,All Sectors w Military,Pierce County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,386.702769564702,397.009680519352,404.618596020397,415.252184205486,405.291833468517,406.517913397221,408.13337076578,411.085672728578,414.603502361378,418.322612929003,421.872873635286,425.311586131909,427.96356855161,430.65788948863,433.042358259354,435.101890917342,436.953564917363,438.824925325765,440.795922708659,442.801202712452,444.77615515942,446.739205667523,448.577704621467,450.499850314066,452.470713303377,454.467681518645,456.404358174186,458.324224159776,460.283292354321
OFM_v2022_Low,Employment,All Sectors w Military,Region,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,2377.77133104249,2406.2470710858,2448.60265931135,2508.05582920611,2437.93341870624,2454.52655668863,2478.00030853559,2508.47508852477,2540.47593051499,2571.27237014225,2600.07611895736,2628.13285472942,2649.75384730313,2671.17993773834,2690.01635259306,2707.03209557665,2721.46453864653,2736.41411624633,2752.75766879379,2770.05853618887,2786.76130317492,2803.7731443875,2821.18405058942,2839.29389418036,2857.75034423502,2876.37734833796,2894.76783140196,2913.1415881526,2932.16484058045
OFM_v2022_Low,Employment,All Sectors w Military,Snohomish County,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,308.550704983633,322.311417438683,328.741139501459,337.266029134689,329.766217492182,332.153977374496,335.20273310724,339.173544111623,343.528346540404,347.679709254334,351.664974993847,355.064815048773,357.855255680503,360.502891656841,362.801436275722,364.760710063935,366.478050043864,368.277716349527,370.198074320824,372.179209761818,374.138978085484,376.182596181056,378.210770883965,380.352399898879,382.547636420365,384.73391540423,386.88416278173,389.005279608281,391.150708315056
OFM_v2022_Low,Employment,All Sectors w Military REMI,King County,All Ages,All Races,Total,Thousands,1414.6728515625,1373.29711914062,1365.11975097656,1386.66711425781,1416.61389160156,1460.94104003906,1503.40075683594,1523.53527832031,1457.77099609375,1441.77819824219,1468.30676269531,1514.28002929687,1555.43994140625,1608.18884277344,1660.80517578125,1711.56201171875,1767.09606933594,1815.16516113281,1834.04174804687,1754.10913085938,1799.79077148438,1872.07604980469,1871.31005859375,1902.77416153096,1947.06778964195,1889.20518042007,1904.32729337722,1926.96372786185,1954.85720634156,1983.12045243642,2009.8576111793,2034.5055240538,2059.28199213283,2078.18195285425,2096.91442749478,2113.33644786926,2128.53599745838,2141.23538532891,2154.38614758811,2168.90349937579,2184.48692177868,2199.44431400763,2214.62804615895,2230.47365415249,2246.9043431817,2263.60868066674,2280.51165945748,2297.27463170883,2314.07690960813,2331.56761517722
OFM_v2022_Low,Employment,All Sectors w Military REMI,Kitsap County,All Ages,All Races,Total,Thousands,113.167007446289,117.075012207031,119.297996520996,121.922012329102,124.982009887695,127.062004089355,127.592002868652,127.472007751465,123.188980102539,120.814994812012,120.714012145996,121.384002685547,121.568000793457,124.397987365723,127.312995910645,131.351989746094,132.190002441406,131.630996704102,131.681991577148,129.043014526367,131.387008666992,136.880004882812,141.354995727539,143.549237764084,147.22101591832,141.933385196307,142.342363320453,142.260285058734,142.572962058345,143.166314717096,143.839104711139,144.602999800002,145.241613348246,145.698718347418,146.22259559294,146.748451476888,147.130573835182,147.444061628262,147.802662543365,148.209374795488,148.593086379142,148.940192162175,149.341113072945,149.740778415263,150.152913996176,150.582289532861,151.000303113844,151.392567415024,151.784524110608,152.198404737286
OFM_v2022_Low,Employment,All Sectors w Military REMI,Pierce County,All Ages,All Races,Total,Thousands,334.036010742188,337.916961669922,345.170013427734,355.306976318359,368.415985107422,380.234008789063,396.622955322266,397.504028320313,386.778015136719,381.748046875,382.589996337891,391.295043945313,397.271026611328,404.319061279297,413.634063720703,424.846984863281,438.819061279297,450.880035400391,458.982971191406,448.246978759766,465.891052246094,478.549987792969,491.304931640625,500.721069063798,513.880280470269,501.554209651186,503.071500400293,505.070651078407,508.724165300321,513.07752778006,517.679978180767,522.073474559307,526.328928496538,529.610793159684,532.945052319433,535.895865168297,538.444565115413,540.736037118843,543.051871322993,545.491007651355,547.972569193873,550.416599968341,552.845901930018,555.121069633,557.49975132376,559.938721338219,562.409996928293,564.806660885242,567.182521407272,569.606895201233
OFM_v2022_Low,Employment,All Sectors w Military REMI,Region,All Ages,All Races,Total,Thousands,2153.18894958496,2116.912109375,2121.3907699585,2162.8331451416,2223.97987365723,2296.84502410889,2380.08873748779,2399.82933807373,2305.79295349121,2275.54228973389,2310.99773406982,2380.06610107422,2434.75403594971,2504.67392730713,2581.43714141846,2658.3030090332,2734.7301940918,2798.64326477051,2828.95082092285,2720.02317810059,2791.31080627441,2896.00103759766,2930.68299865723,2982.2698883837,3054.68073776012,2969.27531171462,2989.48488535471,3018.07468657639,3055.1913736678,3094.16672440812,3131.67517610426,3166.75663468113,3200.92827046744,3227.26150786075,3253.35736464982,3276.29913211572,3297.02341652972,3314.60137684902,3332.80917996089,3352.71477160361,3373.78632262846,3394.12941865743,3414.84895091855,3436.05452345111,3458.11136514375,3480.59035536912,3503.27707149913,3525.67571738234,3548.05399149127,3571.22331734288
OFM_v2022_Low,Employment,All Sectors w Military REMI,Snohomish County,All Ages,All Races,Total,Thousands,291.313079833984,288.623016357422,291.803009033203,298.937042236328,313.967987060547,328.607971191406,352.473022460937,351.318023681641,338.054962158203,331.201049804687,339.386962890625,353.107025146484,360.475067138672,367.768035888672,379.684906005859,390.542022705078,396.625061035156,400.967071533203,404.244110107422,388.624053955078,394.241973876953,408.494995117188,426.713012695313,435.225420024856,446.51165172958,436.582536447058,439.743728256743,443.780022577403,449.037039967568,454.802429474539,460.298482033052,465.574636268025,470.075736489818,473.770043499402,477.275289242671,480.318367601271,482.912280120744,485.185892773007,487.568498506426,490.110889780981,492.733745276768,495.328312519288,498.033889756638,500.71902125036,503.554356642112,506.460663831308,509.355111999514,512.201857373242,515.010036365253,517.850402227145
